State,year,Consumption,Production,Population
Montana,1985,370198,946257,822
Montana,1984,359490,948809,821
Montana,1983,323449,883944,814
Montana,1982,316999,864922,804
Montana,1981,337187,974501,795
Montana,1980,360216,876248,789
Montana,1979,397177,934006,787
Montana,1978,383374,832736,782
Montana,1977,361105,823091,770
Montana,1976,365130,842109,757
Montana,1975,345408,742709,748
Montana,1974,351944,620802,736
Montana,1973,347661,537139,727
Montana,1972,342383,483890,719
Montana,1971,333934,469214,711
Montana,1970,322784,429121,698
Montana,1969,314298,427250,694
Montana,1968,280467,413369,700
Montana,1967,260368,337529,701
Montana,1966,275598,338583,707
Montana,1965,258824,324692,706
Montana,1964,263813,292500,706
Montana,1963,252510,290401,703
Montana,1962,248275,299992,698
Montana,1961,241691,301722,696
Montana,1960,227460,289650,679
North Carolina,2018,2616134,691510,10382
North Carolina,2017,2503746,661803,10268
North Carolina,2016,2547784,646973,10155
North Carolina,2015,2535055,610257,10032
North Carolina,2014,2570542,602461,9933
North Carolina,2013,2537491,612834,9843
North Carolina,2012,2488746,565888,9749
North Carolina,2011,2569759,580971,9657
North Carolina,2010,2695292,584201,9574
North Carolina,2009,2557015,576089,9450
North Carolina,2008,2698575,558797,9309
North Carolina,2007,2686310,533155,9118
North Carolina,2006,2650024,553785,8917
North Carolina,2005,2702238,562525,8705
North Carolina,2004,2668617,557860,8553
North Carolina,2003,2594351,607883,8423
North Carolina,2002,2575450,539009,8326
North Carolina,2001,2551459,521833,8210
North Carolina,2000,2612315,544289,8082
North Carolina,1999,2494294,531852,7949
North Carolina,1998,2474625,566450,7809
North Carolina,1997,2428450,505382,7657
North Carolina,1996,2449409,525514,7501
North Carolina,1995,2361657,546020,7345
North Carolina,1994,2242613,524888,7187
North Carolina,1993,2234706,406871,7043
North Carolina,1992,2146014,397954,6897
North Carolina,1991,2053069,455078,6784
North Carolina,1990,2064097,442851,6664
North Carolina,1989,2064537,476814,6565
North Carolina,1988,2044646,424322,6481
North Carolina,1987,1966268,433531,6404
North Carolina,1986,1879993,328722,6322
North Carolina,1985,1797051,341806,6254
North Carolina,1984,1800225,379256,6164
North Carolina,1983,1668995,284453,6077
North Carolina,1982,1592073,244359,6019
North Carolina,1981,1629515,177049,5957
North Carolina,1980,1667382,198907,5899
North Carolina,1979,1730521,265719,5823
North Carolina,1978,1665364,267673,5759
North Carolina,1977,1633866,207562,5686
North Carolina,1976,1558503,164716,5608
North Carolina,1975,1458782,155305,5547
North Carolina,1974,1501847,139607,5471
North Carolina,1973,1551097,142789,5390
North Carolina,1972,1480270,135756,5301
North Carolina,1971,1403918,128148,5204
North Carolina,1970,1342676,111796,5098
North Carolina,1969,1281029,119495,5031
North Carolina,1968,1211104,117146,5004
North Carolina,1967,1137963,118616,4952
North Carolina,1966,1089558,114335,4896
North Carolina,1965,1000435,123608,4863
North Carolina,1964,967053,131745,4802
North Carolina,1963,930073,116481,4742
North Carolina,1962,902745,127402,4707
North Carolina,1961,858960,120692,4663
North Carolina,1960,826470,127507,4573
North Dakota,2018,660959,4228639,758
North Dakota,2017,631766,3695059,755
North Dakota,2016,586816,3499082,754
North Dakota,2015,612497,3679193,754
North Dakota,2014,644962,3262410,737
North Dakota,2013,596096,2632036,722
North Dakota,2012,553580,2139004,701
North Dakota,2011,529749,1523330,685
North Dakota,2010,476758,1254278,675
North Dakota,2009,435055,1020231,665
North Dakota,2008,444397,876444,658
North Dakota,2007,437978,765738,653
North Dakota,2006,416023,724558,649
North Dakota,2005,409142,690744,646
North Dakota,2004,404459,667969,645
North Dakota,2003,400838,667207,639
North Dakota,2002,401218,673055,638
North Dakota,2001,407370,671263,639
North Dakota,2000,381565,690734,642
North Dakota,1999,375585,696195,644
North Dakota,1998,347752,692435,648
North Dakota,1997,359732,700187,650
North Dakota,1996,353238,678845,650
North Dakota,1995,350175,658546,648
North Dakota,1994,342000,679072,645
North Dakota,1993,332142,690884,641
North Dakota,1992,329126,695643,638
North Dakota,1991,322894,686743,636
North Dakota,1990,312939,689546,638
North Dakota,1989,319110,691045,646
North Dakota,1988,306556,717548,655
North Dakota,1987,302940,675224,661
North Dakota,1986,303900,700625,670
North Dakota,1985,300438,767860,677
North Dakota,1984,259557,710853,680
North Dakota,1983,230477,660963,677
North Dakota,1982,234682,606771,669
North Dakota,1981,236161,582456,660
North Dakota,1980,222373,538858,654
North Dakota,1979,237989,432337,653
North Dakota,1978,230012,395174,651
North Dakota,1977,210359,347530,650
North Dakota,1976,210442,341548,646
North Dakota,1975,206514,294297,639
North Dakota,1974,204358,280191,635
North Dakota,1973,202197,270583,633
North Dakota,1972,203742,279133,631
North Dakota,1971,195302,281805,627
North Dakota,1970,191117,276097,620
North Dakota,1969,192560,267419,621
North Dakota,1968,191968,282931,621
North Dakota,1967,185106,282387,626
North Dakota,1966,180786,283877,647
North Dakota,1965,169405,260755,649
North Dakota,1964,172006,248276,649
North Dakota,1963,170619,234556,644
North Dakota,1962,164872,228148,637
North Dakota,1961,154763,214074,641
North Dakota,1960,159415,197482,634
Nebraska,2018,914565,445074,1926
Nebraska,2017,876119,450604,1916
Nebraska,2016,868334,438368,1906
Nebraska,2015,853842,436253,1891
Nebraska,2014,870152,412181,1879
Nebraska,2013,872673,370555,1865
Nebraska,2012,853544,357474,1853
Nebraska,2011,863554,391236,1841
Nebraska,2010,861588,400410,1830
Nebraska,2009,778869,293452,1813
Nebraska,2008,796063,293108,1796
Nebraska,2007,757841,260896,1783
Nebraska,2006,721475,211645,1773
Nebraska,2005,704826,201838,1761
Nebraska,2004,697628,214447,1749
Nebraska,2003,685709,174732,1739
Nebraska,2002,675942,193440,1728
Nebraska,2001,664390,179455,1720
Nebraska,2000,667989,175822,1714
Nebraska,1999,664583,190063,1705
Nebraska,1998,674687,171329,1696
Nebraska,1997,658015,180676,1686
Nebraska,1996,644490,175084,1674
Nebraska,1995,613636,149767,1657
Nebraska,1994,585366,122992,1639
Nebraska,1993,560302,124099,1626
Nebraska,1992,531594,144130,1612
Nebraska,1991,542836,136602,1596
Nebraska,1990,533801,132716,1582
Nebraska,1989,533926,142874,1575
Nebraska,1988,535115,129818,1571
Nebraska,1987,495732,150132,1567
Nebraska,1986,482525,149578,1574
Nebraska,1985,499913,110034,1585
Nebraska,1984,506451,123800,1589
Nebraska,1983,502801,125646,1584
Nebraska,1982,492029,158247,1582
Nebraska,1981,477613,125301,1579
Nebraska,1980,507068,121789,1572
Nebraska,1979,545125,149655,1567
Nebraska,1978,556658,137761,1564
Nebraska,1977,556876,134159,1557
Nebraska,1976,554831,119500,1551
Nebraska,1975,525658,119118,1543
Nebraska,1974,518540,102427,1539
Nebraska,1973,522128,70110,1530
Nebraska,1972,509526,71774,1519
Nebraska,1971,496173,78787,1505
Nebraska,1970,487481,89325,1488
Nebraska,1969,455912,92865,1474
Nebraska,1968,422750,100617,1467
Nebraska,1967,385223,101261,1457
Nebraska,1966,389146,106128,1456
Nebraska,1965,348616,125804,1471
Nebraska,1964,347076,137695,1482
Nebraska,1963,334977,155951,1476
Nebraska,1962,327421,174642,1464
Nebraska,1961,314944,172458,1446
Nebraska,1960,307836,169333,1417
New Hampshire,2018,324693,160781,1353
New Hampshire,2017,317213,163839,1349
New Hampshire,2016,305784,168785,1342
New Hampshire,2015,314894,160528,1336
New Hampshire,2014,312020,161888,1333
New Hampshire,2013,303940,167077,1327
New Hampshire,2012,285521,130432,1324
New Hampshire,2011,295370,133641,1320
New Hampshire,2010,297202,159178,1317
New Hampshire,2009,297987,137581,1316
New Hampshire,2008,301470,137613,1316
New Hampshire,2007,309086,147707,1313
New Hampshire,2006,307906,131170,1308
New Hampshire,2005,326092,139970,1298
New Hampshire,2004,332094,141054,1290
New Hampshire,2003,325619,126527,1280
New Hampshire,2002,316339,125950,1269
New Hampshire,2001,306522,120964,1256
New Hampshire,2000,309760,121237,1240
New Hampshire,1999,292260,129573,1222
New Hampshire,1998,282000,128574,1206
New Hampshire,1997,279217,126018,1189
New Hampshire,1996,279664,151032,1175
New Hampshire,1995,267526,127522,1158
New Hampshire,1994,264573,105198,1143
New Hampshire,1993,261384,137475,1129
New Hampshire,1992,261635,124603,1118
New Hampshire,1991,253893,112058,1110
New Hampshire,1990,267260,90006,1112
New Hampshire,1989,272775,40566,1105
New Hampshire,1988,273541,36549,1083
New Hampshire,1987,273261,34985,1054
New Hampshire,1986,252309,38742,1025
New Hampshire,1985,233475,33807,997
New Hampshire,1984,224289,35004,977
New Hampshire,1983,204533,38209,958
New Hampshire,1982,201336,33759,948
New Hampshire,1981,200294,36067,937
New Hampshire,1980,208260,32382,924
New Hampshire,1979,210760,33548,909
New Hampshire,1978,233236,31004,892
New Hampshire,1977,230352,31271,870
New Hampshire,1976,226976,31050,845
New Hampshire,1975,201882,25853,829
New Hampshire,1974,206500,28694,816
New Hampshire,1973,216617,30671,801
New Hampshire,1972,212305,26131,781
New Hampshire,1971,201058,24733,762
New Hampshire,1970,186601,25321,742
New Hampshire,1969,176217,27816,724
New Hampshire,1968,159459,25155,709
New Hampshire,1967,149526,24089,697
New Hampshire,1966,144764,24343,681
New Hampshire,1965,131247,22019,676
New Hampshire,1964,133091,23707,663
New Hampshire,1963,133691,24450,649
New Hampshire,1962,128225,25119,632
New Hampshire,1961,119931,23327,618
New Hampshire,1960,112158,25629,609
New Jersey,2018,2240710,385403,8886
New Jersey,2017,2136412,404089,8886
New Jersey,2016,2213421,359104,8871
New Jersey,2015,2295160,393060,8868
New Jersey,2014,2351527,383625,8865
New Jersey,2013,2313457,398329,8857
New Jersey,2012,2249663,390589,8845
New Jersey,2011,2425251,390533,8828
New Jersey,2010,2411759,379818,8799
New Jersey,2009,2372781,392900,8756
New Jersey,2008,2594261,359949,8711
New Jersey,2007,2666625,356539,8678
New Jersey,2006,2541933,361957,8662
New Jersey,2005,2659568,347561,8652
New Jersey,2004,2564631,309651,8635
New Jersey,2003,2520181,336347,8601
New Jersey,2002,2491242,351001,8553
New Jersey,2001,2458360,347250,8493
New Jersey,2000,2483352,338364,8431
New Jersey,1999,2574685,342641,8360
New Jersey,1998,2459981,323497,8287
New Jersey,1997,2502224,185270,8219
New Jersey,1996,2488067,157084,8150
New Jersey,1995,2487295,219821,8083
New Jersey,1994,2491674,272754,8014
New Jersey,1993,2381583,298894,7949
New Jersey,1992,2372205,264742,7881
New Jersey,1991,2290892,296063,7815
New Jersey,1990,2262858,277678,7763
New Jersey,1989,2354786,278624,7726
New Jersey,1988,2293961,295141,7712
New Jersey,1987,2276016,275599,7671
New Jersey,1986,2200878,197788,7622
New Jersey,1985,2137379,238434,7566
New Jersey,1984,2184943,109641,7515
New Jersey,1983,2087573,129314,7468
New Jersey,1982,2064992,204666,7431
New Jersey,1981,2026136,183186,7407
New Jersey,1980,2042225,131576,7376
New Jersey,1979,2032651,115019,7367
New Jersey,1978,2020376,131035,7351
New Jersey,1977,2005608,113451,7337
New Jersey,1976,2070578,77679,7340
New Jersey,1975,1883779,65594,7338
New Jersey,1974,1981583,74097,7332
New Jersey,1973,2122049,69377,7333
New Jersey,1972,2079997,76562,7335
New Jersey,1971,1970817,68077,7281
New Jersey,1970,1977939,63823,7193
New Jersey,1969,1896202,26536,7095
New Jersey,1968,1841016,24678,7005
New Jersey,1967,1768292,23695,6928
New Jersey,1966,1667786,23570,6851
New Jersey,1965,1569751,23693,6767
New Jersey,1964,1538414,23947,6660
New Jersey,1963,1501224,23397,6531
New Jersey,1962,1460847,21199,6376
New Jersey,1961,1361749,20749,6265
New Jersey,1960,1301938,20514,6103
New Mexico,2018,702828,3432153,2093
New Mexico,2017,683321,2819608,2092
New Mexico,2016,672716,2561574,2092
New Mexico,2015,680111,2678615,2089
New Mexico,2014,680426,2565204,2090
New Mexico,2013,670624,2367466,2092
New Mexico,2012,667368,2310324,2087
New Mexico,2011,670412,2255057,2080
New Mexico,2010,652052,2249407,2065
New Mexico,2009,644532,2401553,2037
New Mexico,2008,677716,2469039,2011
New Mexico,2007,715811,2522370,1990
New Mexico,2006,692403,2639864,1962
New Mexico,2005,685556,2742669,1932
New Mexico,2004,685076,2725571,1904
New Mexico,2003,661103,2686076,1878
New Mexico,2002,659860,2707462,1855
New Mexico,2001,661741,2770329,1832
New Mexico,2000,662695,2718824,1821
New Mexico,1999,640159,2566994,1808
New Mexico,1998,636390,2587527,1793
New Mexico,1997,644523,2659628,1775
New Mexico,1996,605377,2589149,1752
New Mexico,1995,582689,2679395,1720
New Mexico,1994,590989,2619921,1682
New Mexico,1993,602796,2532532,1636
New Mexico,1992,587580,2306066,1595
New Mexico,1991,590779,2006033,1555
New Mexico,1990,597445,1973469,1522
New Mexico,1989,535009,1843186,1504
New Mexico,1988,510363,1773260,1490
New Mexico,1987,485504,1770124,1479
New Mexico,1986,454880,1690121,1463
New Mexico,1985,466443,1946237,1438
New Mexico,1984,474648,1968444,1417
New Mexico,1983,472744,1850356,1394
New Mexico,1982,465226,1934869,1364
New Mexico,1981,472741,2079811,1333
New Mexico,1980,480615,2111910,1309
New Mexico,1979,480611,2136502,1285
New Mexico,1978,475173,2077754,1238
New Mexico,1977,473307,2096678,1216
New Mexico,1976,508860,2116862,1189
New Mexico,1975,459395,2100939,1160
